OBJECTID_12,OBJECTID,ObjectID_1,Water_leve,Grid_ref_,Owned_by,Operated_b,Watercours,Descriptio,X,Y,Lat,Long_,Source,Enabled,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,Dimensions,FID_1,Structure,structure_,Count_,AncillaryR,AncillaryRole,SnapDist,ForcedMove,SnapQual,SrchName
245,245,,,,,,,,343020,152617,,,AxeBrueIDB_structures+N,1,795,0.056873381,343019.9774,152617.0522,,141,UA25,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
246,246,,,,,,,,346043,152975,,,AxeBrueIDB_structures+N,1,272,182.5485852,346123.4132,152811.1168,,142,UA26,Penstock,0,,,11.39700031,Y,"Nearest Polyline, no name check",n/a
247,247,,,,,,,,343863,151500,,,AxeBrueIDB_structures+N,1,1121,0.390909453,343863.3804,151500.0902,,143,UA27,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
248,248,,,,,,,,343718,152185,,,AxeBrueIDB_structures+N,1,1027,4.784278225,343717.911,152180.2166,,144,UA28,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a
249,249,,,,,,,,349373,139580,,,AxeBrueIDB_structures+N,1,49,5.704836522,349378.7047,139579.9656,,145,UB01,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
250,250,,,,,,,,349868,141200,,,AxeBrueIDB_structures+N,1,49,6.576426386,349874.483,141198.8953,,146,UB02,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
251,251,,,,,,,,349891,141245,,,AxeBrueIDB_structures+N,1,42,5.480248229,349893.7452,141240.2569,,147,UB03,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
252,252,,,,,,,,347991,142763,,,AxeBrueIDB_structures+N,1,318,0.45828462,347991.4058,142763.2129,,148,UB04,Siphon,1,,,0,N,"Nearest Polyline, no name check",n/a
253,253,,,,,,,,348023,143154,,,AxeBrueIDB_structures+N,1,332,1.539580531,348022.8831,143155.5351,,149,UB05,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a
254,254,,,,,,,,347464,142745,,,AxeBrueIDB_structures+N,1,318,0.345942199,347464.3458,142745.0105,,150,UB06,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a
255,255,,,,,,,,347550,142626,,,AxeBrueIDB_structures+N,1,318,0.12918242,347549.9973,142625.8708,,151,UB102,Flap valve,1,,,0,N,"Nearest Polyline, no name check",n/a
256,256,,,,,,,,347420,143480,,,AxeBrueIDB_structures+N,1,332,6.495190407,347420.2571,143473.5099,,152,UB07,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a
257,257,,,,,,,,346932,143623,,,AxeBrueIDB_structures+N,1,262,4.866175421,346927.471,143624.7798,,153,UB08,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a
258,258,,,,,,,,346642,143707,,,AxeBrueIDB_structures+N,1,416,3.856312151,346641.0064,143703.2739,,154,UB09,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a
259,259,,,,,,,,346510,143736,,,AxeBrueIDB_structures+N,1,416,3.056184891,346509.2906,143733.0273,,155,UB10,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a
260,260,,,,,,,,344649,143153,,,AxeBrueIDB_structures+N,1,416,3.098802968,344649.5285,143149.9466,,156,UB11,Stoplogs,1,,,0,N,"Nearest Polyline, no name check",n/a
261,261,,,,,,,,344458,143146,,,AxeBrueIDB_structures+N,1,74,0.339906331,344458.3351,143145.943,,157,UB12,Stoplogs,2,,,0,N,"Nearest Polyline, no name check",n/a
262,262,,,,,,,,347183,144464,,,AxeBrueIDB_structures+N,1,194,2.03356121,347184.9226,144463.3375,,158,UB13,Stoplogs,1,,,0,N,"Nearest Polyline, no name check",n/a
263,263,,,,,,,,348396,140136,,,AxeBrueIDB_structures+N,1,411,0.179170643,348396.1784,140136.0166,,159,UB14,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
264,264,,,,,,,,348486,140332,,,AxeBrueIDB_structures+N,1,411,0.966090272,348485.1341,140332.4285,,160,UB15,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a
265,265,,,,,,,,346384,142034,,,AxeBrueIDB_structures+N,1,139,0.022409394,346384.021,142034.0079,,161,UB16,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a
266,266,,,,,,,,341654,143310,,,AxeBrueIDB_structures+N,1,86,0.210633479,341654.1781,143310.1124,,162,UB17,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
267,267,,,,,,,,344703,144655,,,AxeBrueIDB_structures+N,1,375,0.519376652,344702.5091,144655.1697,,163,UB18,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a
268,268,,,,,,,,345287,144712,,,AxeBrueIDB_structures+N,1,352,0.399245579,345287.3825,144711.8857,,164,UB19,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a
269,269,,,,,,,,345907,144820,,,AxeBrueIDB_structures+N,1,325,1.583306705,345905.4692,144820.4044,,165,UB20,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a
270,270,,,,,,,,346346,144770,,,AxeBrueIDB_structures+N,1,374,0.812141275,346345.2208,144770.2288,,166,UB21,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a
271,271,,,,,,,,349332,143802,,,AxeBrueIDB_structures+N,1,338,6.650517204,349330.7975,143795.4591,,167,UB22,Valve (Inlet),4,,,-1,N,Site outside snap distance,n/a
272,272,,,,,,,,349303,144158,,,AxeBrueIDB_structures+N,1,990,4.891315325,349307.8513,144158.6246,,168,UB23,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a
273,273,,,,,,,,350823,143925,,,AxeBrueIDB_structures+N,1,85,0.9024965,350822.5448,143925.7793,,169,UB24,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
274,274,,,,,,,,351110,143799,,,AxeBrueIDB_structures+N,1,162,1.926864961,351108.1236,143798.5619,,170,UB25,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a
275,275,,,,,,,,349087,139767,,,AxeBrueIDB_structures+N,1,78,2.729308976,349087.007,139769.7293,,171,UB26,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a
276,276,,,,,,,,347991,142016,,,AxeBrueIDB_structures+N,1,410,0.266658534,347990.7371,142015.9556,,172,UB27,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a
277,277,,,,,,,,348226,142099,,,AxeBrueIDB_structures+N,1,117,1.694119259,348226.6458,142100.5662,,173,UB28,Flap valve,1,,,10.28999996,Y,"Nearest Polyline, no name check",n/a
278,278,,,,,,,,349184,142810,,,AxeBrueIDB_structures+N,1,210,0.414614682,349184.41,142809.9386,,174,UB29,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a
279,279,,,,,,,,349166,142701,,,AxeBrueIDB_structures+N,1,210,2.074705547,349168.0518,142700.6928,,175,UB30,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
280,280,,,,,,,,349168,142700,,,AxeBrueIDB_structures+N,1,210,0.051329902,349167.9492,142700.0076,,176,UB31,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
281,281,,,,,,,,350815,143466,,,AxeBrueIDB_structures+N,1,162,0.809701032,350814.8332,143466.7923,,177,UB32,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
282,282,,,,,,,,352327,143430,,,AxeBrueIDB_structures+N,1,144,1.746271731,352325.7664,143431.236,,178,UB33,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
283,283,,,,,,,,351312,137248,,,AxeBrueIDB_structures+N,1,344,1.064316794,351311.4036,137247.1185,,179,UB35,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
284,284,,,,,,,,353048,140195,,,AxeBrueIDB_structures+N,1,401,0.936114355,353048.8154,140195.4599,,180,UB36,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
285,285,,,,,,,,353551,140053,,,AxeBrueIDB_structures+N,1,83,1.787275873,353552.1844,140051.6616,,181,UB37,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
286,286,,,,,,,,354489,139980,,,AxeBrueIDB_structures+N,1,381,1.277718854,354489.3952,139981.215,,182,UB38,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a
287,287,,,,,,,,354464,139928,,,AxeBrueIDB_structures+N,1,407,1.192140711,354463.9853,139929.1921,,183,UB39,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
288,288,,,,,,,,351334,141214,,,AxeBrueIDB_structures+N,1,353,1.429452277,351332.6115,141214.3397,,184,UB40,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
289,289,,,,,,,,351305,141146,,,AxeBrueIDB_structures+N,1,510,7.24531911,351306.368,141153.115,,185,UB41,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
290,290,,,,,,,,352014,141021,,,AxeBrueIDB_structures+N,1,1132,2.719223607,352011.2936,141021.2639,,186,UB42,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
291,291,,,,,,,,346909,138695,,,AxeBrueIDB_structures+N,1,158,11.79060044,346920.7837,138694.5967,,187,UB43,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a
292,292,,,,,,,,354854,141250,,,AxeBrueIDB_structures+N,1,164,108.8867269,354747.6072,141226.8293,,188,UB44,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
293,293,,,,,,,,353645,140724,,,AxeBrueIDB_structures+N,1,445,4.898863061,353644.1592,140719.1738,,189,UB45,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
294,294,,,,,,,,354046,141167,,,AxeBrueIDB_structures+N,1,164,0.641994329,354045.4874,141166.6135,,190,UB46,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
295,295,,,,,,,,354157,140627,,,AxeBrueIDB_structures+N,1,445,2.063004837,354156.5834,140624.9795,,191,UB47,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a
296,296,,,,,,,,355010,140618,,,AxeBrueIDB_structures+N,1,445,251.7375136,354758.958,140599.3,,192,UB48,Penstock,0,,,15.28199959,Y,"Nearest Polyline, no name check",n/a
297,297,,,,,,,,355001,141252,,,AxeBrueIDB_structures+N,1,164,252.9455085,354753.8478,141198.1741,,193,UB49,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
298,298,,,,,,,,354452,140186,,,AxeBrueIDB_structures+N,1,985,1.341338687,354452.2299,140187.3215,,194,UB50,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
299,299,,,,,,,,350884,136549,,,AxeBrueIDB_structures+N,1,363,0.509840542,350884.2547,136549.4417,,195,UB51,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
300,300,,,,,,,,351841,135827,,,AxeBrueIDB_structures+N,1,363,0.231265255,351840.8558,135826.8192,,196,UB52,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
301,301,,,,,,,,352060,135895,,,AxeBrueIDB_structures+N,1,655,0.750441187,352059.7904,135895.7206,,197,UB53,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
302,302,,,,,,,,352670,135250,,,AxeBrueIDB_structures+N,1,1092,7.380450417,352665.6855,135244.012,,198,UB54,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
303,303,,,,,,,,352650,135245,,,AxeBrueIDB_structures+N,1,1092,8.36781992,352654.8917,135251.7891,,199,UB55,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a
304,304,,,,,,,,352327,136175,,,AxeBrueIDB_structures+N,1,40,0.615336919,352326.4519,136175.2797,,200,UB56,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
305,305,,,,,,,,354371,133384,,,AxeBrueIDB_structures+N,1,298,4.241675634,354371.8697,133388.1516,,201,UB57,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
306,306,,,,,,,,354010,133835,,,AxeBrueIDB_structures+N,1,298,0.11250408,354010.104,133834.9572,,202,UB58,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
307,307,,,,,,,,354520,133794,,,AxeBrueIDB_structures+N,1,298,0.102779501,354519.9012,133794.0283,,203,UB59,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
308,308,,,,,,,,354571,132924,,,AxeBrueIDB_structures+N,1,298,0.908811566,354571.0448,132924.9077,,204,UB60,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
309,309,,,,,,,,354771,132943,,,AxeBrueIDB_structures+N,1,298,12.2153479,354758.958,132940.9494,,205,UB61,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
310,310,,,,,,,,349097,143130,,,AxeBrueIDB_structures+N,1,338,5.062126558,349102.0059,143130.7521,,206,UB62,Valve (Inlet),1,,,-1,N,Site outside snap distance,n/a
311,311,,,,,,,,349007,137182,,,AxeBrueIDB_structures+N,1,363,0.092334297,349006.9845,137181.909,,207,UB63,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
312,312,,,,,,,,350230,141194,,,AxeBrueIDB_structures+N,1,42,0.092894257,350229.98,141193.9093,,208,UB64,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
313,313,,,,,,,,347194,142785,,,AxeBrueIDB_structures+N,1,254,1.847793432,347192.2382,142784.4429,,209,UB65,Penstock,2,,,0,N,"Nearest Polyline, no name check",n/a
314,314,,,,,,,,345280,144687,,,AxeBrueIDB_structures+N,1,1127,13.41457424,345281.3353,144700.348,,210,UB66,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
315,315,,,,,,,,349821,140075,,,AxeBrueIDB_structures+N,1,49,4.394839512,349818.471,140078.5943,,211,UB68,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
316,316,,,,,,,,348856,140967,,,AxeBrueIDB_structures+N,1,410,5.178324326,348851.8239,140970.0619,,212,UB69,Tilting Weir,0,,,0.232999995,N,"Nearest Polyline, no name check",n/a
317,317,,,,,,,,349032,141184,,,AxeBrueIDB_structures+N,1,75,0.737215312,349031.3314,141183.6894,,213,UB70,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
318,318,,,,,,,,349043,141198,,,AxeBrueIDB_structures+N,1,75,0.2726151,349043.2496,141198.1096,,214,UB71,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
319,319,,,,,,,,348636,142119,,,AxeBrueIDB_structures+N,1,75,0.258365246,348636.2368,142119.1034,,215,UB72,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
320,320,,,,,,,,349954,141435,,,AxeBrueIDB_structures+N,1,510,12.17662793,349952.3451,141447.0636,,216,UB73,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
321,321,,,,,,,,349727,141024,,,AxeBrueIDB_structures+N,1,78,13.57933237,349721.6166,141036.4667,,217,UB74,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
322,322,,,,,,,,349933,139972,,,AxeBrueIDB_structures+N,1,49,0.18377879,349933.148,139972.109,,218,UB75,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
323,323,,,,,,,,349217,137075,,,AxeBrueIDB_structures+N,1,363,0.96084769,349217.9208,137074.7255,,219,UB76,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
324,324,,,,,,,,354169,142704,,,AxeBrueIDB_structures+N,1,336,5.407386925,354164.0868,142706.2585,,220,UB77,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
325,325,,,,,,,,352203,140883,,,AxeBrueIDB_structures+N,1,177,2.199830042,352203.5335,140885.1342,,221,UB78,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
326,326,,,,,,,,349029,143557,,,AxeBrueIDB_structures+N,1,338,0.079120854,349029.0393,143556.9313,,222,UB79,Valve (Inlet),0,,,-1,N,Site outside snap distance,n/a
327,327,,,,,,,,354584,132893,,,AxeBrueIDB_structures+N,1,298,2.222556234,354583.4861,132895.1623,,223,UB80,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
328,328,,,,,,,,354482,133375,,,AxeBrueIDB_structures+N,1,298,0.536477951,354481.4641,133375.0248,,224,UB81,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
329,329,,,,,,,,353990,133849,,,AxeBrueIDB_structures+N,1,214,0.086176333,353989.9138,133848.9981,,225,UB82,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
330,330,,,,,,,,353277,134563,,,AxeBrueIDB_structures+N,1,3,3.229370398,353279.5841,134561.0632,,226,UB83,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
331,331,,,,,,,,353099,134278,,,AxeBrueIDB_structures+N,1,3,2.877048362,353097.5854,134275.4948,,227,UB84,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
332,332,,,,,,,,352697,135409,,,AxeBrueIDB_structures+N,1,40,0.104971219,352696.9147,135409.0612,,228,UB85,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
333,333,,,,,,,,346920,138770,,,AxeBrueIDB_structures+N,1,158,3.55433828,346923.5367,138769.6463,,229,UB86,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a
334,334,,,,,,,,347067,136675,,,AxeBrueIDB_structures+N,1,941,1.121687492,347066.689,136673.9223,,230,UB87,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
335,335,,,,,,,,345129,142664,,,AxeBrueIDB_structures+N,1,321,0.435092198,345129.2276,142664.3708,,231,UB88,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
336,336,,,,,,,,345516,142488,,,AxeBrueIDB_structures+N,1,981,0.147889999,345515.9691,142488.1446,,232,UB89,Valve (Inlet),1,,,0,N,"Nearest Polyline, no name check",n/a
337,337,,,,,,,,349071,143962,,,AxeBrueIDB_structures+N,1,338,1.223041918,349069.8233,143961.6667,,233,UB90,Penstock,0,,,0.80400002,N,"Nearest Polyline, no name check",n/a
338,338,,,,,,,,349613,143219,,,AxeBrueIDB_structures+N,1,162,1.646659832,349612.5727,143220.5902,,234,UB91,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a
339,339,,,,,,,,346550,141258,,,AxeBrueIDB_structures+N,1,1084,4.945702079,346553.7044,141261.2768,,235,UB92,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a
340,340,,,,,,,,339527,149191,,,AxeBrueIDB_structures+N,1,141,176.0903029,339700.7119,149162.1561,,236,W01,Penstock,0,,,9.803999901,Y,"Nearest Polyline, no name check",n/a
341,341,,,,,,,,338851,148092,,,AxeBrueIDB_structures+N,1,141,1.010702761,338851.2239,148092.9856,,237,W02,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
342,342,,,,,,,,339943,145457,,,AxeBrueIDB_structures+N,1,406,4.275462919,339938.7359,145457.312,,238,W03,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a
343,343,,,,,,,,339847,145177,,,AxeBrueIDB_structures+N,1,1126,194.3179707,340038.5504,145144.3213,,239,W04,Bund,3,,,0,N,"Nearest Polyline, no name check",n/a
344,344,,,,,,,,343226,144148,,,AxeBrueIDB_structures+N,1,404,4.241451233,343224.6865,144143.967,,240,W05,Tilting Weir,2,,,0.023,N,"Nearest Polyline, no name check",n/a
345,345,,,,,,,,338812,148135,,,AxeBrueIDB_structures+N,1,141,2.696295241,338814.5783,148135.7889,,241,W06,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
346,346,,,,,,,,339610,146680,,,AxeBrueIDB_structures+N,1,453,4.196495263,339606.9782,146682.9119,,242,W07,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
347,347,,,,,,,,340111,145387,,,AxeBrueIDB_structures+N,1,406,1.011925149,340110.5929,145386.0736,,243,W08,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
348,348,,,,,,,,341507,145362,,,AxeBrueIDB_structures+N,1,342,3.179121769,341503.8891,145362.6552,,244,W09,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
349,349,,,,,,,,340057,145392,,,AxeBrueIDB_structures+N,1,406,3.672607615,340055.5443,145388.6282,,245,W10,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
350,350,,,,,,,,340026,146084,,,AxeBrueIDB_structures+N,1,172,9.73603547,340035.669,146082.8595,,246,W11,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
351,351,,,,,,,,341533,145439,,,AxeBrueIDB_structures+N,1,342,10.2414528,341542.9885,145436.7381,,247,W12,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
352,352,,,,,,,,340099,145372,,,AxeBrueIDB_structures+N,1,406,2.127090213,340098.1496,145370.0503,,248,W13,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a
353,353,,,,,,,,340830,145064,,,AxeBrueIDB_structures+N,1,405,8.498731797,340832.6694,145072.0686,,249,W14,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a
354,354,,,,,,,,339736,146159,,,AxeBrueIDB_structures+N,1,172,6.907106524,339734.0452,146152.3753,,250,W15,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
355,355,,,,,,,,340177,145999,,,AxeBrueIDB_structures+N,1,400,7.433497847,340173.906,145992.241,,251,W16,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
356,356,,,,,,,,341023,145888,,,AxeBrueIDB_structures+N,1,677,13.48966803,341024.0201,145901.451,,252,W17,Bund,0,,,0,N,"Nearest Polyline, no name check",n/a
357,357,,,,,,,,340895,144337,,,AxeBrueIDB_structures+N,1,1083,7.864513109,340892.4454,144329.5619,,253,W18,Valve (Inlet),2,,,0,N,"Nearest Polyline, no name check",n/a
358,358,,,,,,,,341418,145858,,,AxeBrueIDB_structures+N,1,677,10.06435922,341418.8188,145868.031,,254,W19,Bund,0,,,0,N,"Nearest Polyline, no name check",n/a
359,359,,,,,,,,341030,145715,,,AxeBrueIDB_structures+N,1,400,2.974615415,341030.6231,145717.9086,,255,W20,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
360,360,,,,,,,,341361,145644,,,AxeBrueIDB_structures+N,1,400,5.659181462,341361.976,145649.5744,,256,W21,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a
361,361,,,,,,,,340821,145070,,,AxeBrueIDB_structures+N,1,307,5.630452517,340822.8823,145075.3065,,257,W22,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
362,362,,,,,,,,340820,145058,,,AxeBrueIDB_structures+N,1,406,4.276776147,340815.7235,145057.9514,,258,W23,Culvert,1,,,0.523999989,N,"Nearest Polyline, no name check",n/a
363,363,,,,,,,,341414,144862,,,AxeBrueIDB_structures+N,1,405,7.972807831,341412.9294,144854.0994,,259,W24,Culvert,0,,,0.167999998,N,"Nearest Polyline, no name check",n/a
364,364,,,,,,,,341405,144856,,,AxeBrueIDB_structures+N,1,405,5.435400884,341400.7889,144859.4366,,260,W25,Culvert,0,,,1.230999947,N,"Nearest Polyline, no name check",n/a
365,365,,,,,,,,342247,144467,,,AxeBrueIDB_structures+N,1,404,5.080580298,342245.4226,144462.1705,,261,W26,Culvert,0,,,0.007,N,"Nearest Polyline, no name check",n/a
366,366,,,,,,,,342238,144465,,,AxeBrueIDB_structures+N,1,404,3.676995269,342241.3565,144463.4986,,262,W27,Culvert,0,,,5.388000011,Y,"Nearest Polyline, no name check",n/a
367,367,,,,,,,,341342,144434,,,AxeBrueIDB_structures+N,1,419,87.80509735,341389.4426,144507.8846,,263,W28,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
368,368,,,,,,,,338307,142553,,,AxeBrueIDB_structures+N,1,487,239.2628888,338355.9109,142787.2103,,264,XC01,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
369,369,,,,,,,,339767,141515,,,AxeBrueIDB_structures+N,1,41,0.414620466,339767.3978,141514.883,,265,XC02,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
370,370,,,,,,,,339911,141295,,,AxeBrueIDB_structures+N,1,187,5.1433921,339906.0555,141296.4165,,266,XC03,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
371,371,,,,,,,,339831,141017,,,AxeBrueIDB_structures+N,1,187,1.40751347,339829.6433,141017.3746,,267,XC04,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
372,372,,,,,,,,340033,141017,,,AxeBrueIDB_structures+N,1,355,5.015969434,340037.9214,141016.0306,,268,XC05,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
373,373,,,,,,,,340942,141062,,,AxeBrueIDB_structures+N,1,286,98.4928163,341036.2061,141033.259,,269,XC06,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
374,374,,,,,,,,340995,141052,,,AxeBrueIDB_structures+N,1,286,44.84222617,341038.4297,141040.8336,,270,XC07,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
375,375,,,,,,,,339574,140763,,,AxeBrueIDB_structures+N,1,368,13.16568833,339560.8607,140762.1668,,271,XC08,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
376,376,,,,,,,,339477,140544,,,AxeBrueIDB_structures+N,1,368,24.57431796,339501.1358,140539.3782,,272,XC09,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
377,377,,,,,,,,340931,140601,,,AxeBrueIDB_structures+N,1,170,3.330312128,340929.9333,140597.8452,,273,XC10,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
378,378,,,,,,,,339683,140365,,,AxeBrueIDB_structures+N,1,368,2.398640839,339684.0829,140367.1403,,274,XC11,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
379,379,,,,,,,,336646,141838,,,AxeBrueIDB_structures+N,1,322,2.003194732,336646.9748,141839.75,,275,XC12,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
380,380,,,,,,,,337148,141595,,,AxeBrueIDB_structures+N,1,322,2.388803394,337148.5783,141597.3178,,276,XC13,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
381,381,,,,,,,,339878,141190,,,AxeBrueIDB_structures+N,1,187,1.305833474,339876.7344,141190.3215,,277,XC14,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
382,382,,,,,,,,339860,141117,,,AxeBrueIDB_structures+N,1,187,2.958677427,339857.0768,141117.4568,,278,XC15,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
383,383,,,,,,,,340170,140849,,,AxeBrueIDB_structures+N,1,355,1.957671844,340168.1288,140849.5753,,279,XC16,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
384,384,,,,,,,,339834,146122,,,AxeBrueIDB_structures+N,1,172,0.156282363,339833.9542,146121.8506,,280,XW01,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
385,385,,,,,,,,340206,145974,,,AxeBrueIDB_structures+N,1,400,3.211720684,340207.3381,145976.9197,,281,XW02,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
386,386,,,,,,,,340204,145980,,,AxeBrueIDB_structures+N,1,400,1.409508755,340203.4128,145978.7186,,282,XW03,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
387,387,,,,,,,,340908,145733,,,AxeBrueIDB_structures+N,1,400,8.699684233,340909.3522,145741.594,,283,XW04,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a
388,388,,,,,,,,340995,145716,,,AxeBrueIDB_structures+N,1,400,9.328140494,340996.9539,145725.1212,,284,XW05,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a
389,389,,,,,,,,341554,145591,,,AxeBrueIDB_structures+N,1,400,1.100941767,341553.7759,145589.9221,,285,XW06,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a
